WKT,id,sname
POINT (14.3498600087274 51.161339985736),12440,
POINT (14.3944799924917 51.1775800090687),12441,
POINT (12.2389900101805 51.1620900032132),12442,
POINT (12.2409099948844 51.1659500084581),12443,
POINT (12.9290200165458 51.1614399903933),12444,
POINT (12.9080700007393 51.1718999888716),12445,
POINT (14.4454999950804 51.1614900101748),12446,
POINT (14.4367699899099 51.1666799900982),12447,
POINT (13.4775299941113 51.1615199941192),12448,
POINT (13.4777700052889 51.1615900148322),12449,
POINT (13.5757299949752 51.1616600006395),12450,
POINT (13.5750600161295 51.1626600123072),12451,
POINT (14.429659990377 51.1619699976244),12452,
POINT (12.2405999978995 51.1656600124047),12453,
POINT (13.4798400144317 51.1621500060076),12454,
POINT (13.481510004945 51.1626200104443),12455,
POINT (13.5603500116956 51.1622399927464),12456,
POINT (13.5588900135098 51.1668500154685),12457,
POINT (13.4919999873677 51.1626099925257),12458,
POINT (13.5037299926356 51.1640000049042),12459,
POINT (13.4818899877373 51.1627299981145),12460,
POINT (13.483770006165 51.1631499828899),12461,Meißen
POINT (13.490220009184 51.1641899963003),12462,
POINT (13.4819099886687 51.1629100064977),12463,
POINT (13.4902000082526 51.1644300074779),12464,
POINT (13.5748499888963 51.1629100064977),12465,
POINT (13.5715100078695 51.1665599845094),12466,
POINT (14.4291400010645 51.163050013018),12467,
POINT (14.4319599927788 51.1658300028693),12468,
POINT (12.7855800030421 51.1630999978938),12469,
POINT (12.7864400081895 51.1634899986046),12470,
POINT (14.9614299911344 51.1637799946581),12471,
POINT (13.2989499845853 51.1631499827697),12472,
POINT (13.2955099989011 51.1670099880146),12473,
POINT (12.7806400173092 51.1633800109344),12474,
POINT (12.7732799886802 51.1653399975012),12475,
POINT (12.7780800027984 51.1640299888486),12476,
POINT (12.7885899861525 51.1728100138005),12477,
POINT (12.7719799979461 51.1820000054891),12478,
POINT (14.530030005041 51.1635900032619),12479,
POINT (14.5254599841818 51.1653100135568),12480,
POINT (14.5043600137477 51.1636300051249),12481,
POINT (14.5082500055223 51.1652900133045),12482,Kubschütz
POINT (14.5121199911949 51.1661699837986),12483,
POINT (13.4979599856997 51.1647800063258),12484,
POINT (14.4131599898409 51.1640000049042),12485,
POINT (14.4142899901103 51.1655200058844),12486,
POINT (12.5109100036578 51.1657499991435),12487,
POINT (13.4856499883249 51.1641099925744),12488,
POINT (13.4874700032771 51.164120010493),12489,
POINT (14.4130300012392 51.1640400067671),12490,
POINT (14.4142899901103 51.165760017062),12491,
POINT (14.4137900017293 51.1640800086301),12492,
POINT (14.4144699984935 51.1657799830878),12493,
POINT (14.4129299965818 51.164089991643),12494,
POINT (14.4143200089603 51.1660599961284),12495,
POINT (14.9615899985862 51.1641099925744),12496,
POINT (14.9636099879474 51.1688599869112),12497,
POINT (13.4856200043805 51.1642299981633),12498,
POINT (13.4893200021737 51.1643700046835),12499,
POINT (13.5037000086912 51.1641499944374),12500,
POINT (13.5020400011908 51.1644599914223),12501,
POINT (14.4125599968025 51.1641699953689),12502,
POINT (14.4143400098918 51.1663400091689),12503,
POINT (13.4907399984965 51.1642600170133),12504,
POINT (12.8689099920203 51.1643399858335),12505,
POINT (12.8698099990306 51.1644100065464),12506,
POINT (12.8685100082966 51.1696300053198),12507,
POINT (12.8482699830591 51.1613199868491),12508,Tanndorf
POINT (12.7976600071579 51.1734700096333),12509,
POINT (13.4862899832262 51.1644999932852),12510,
POINT (12.8702600025358 51.1644300074779),12511,
POINT (12.8738399947402 51.1645300121353),12512,
POINT (13.4903099959228 51.1644300074779),12513,
POINT (13.4906199929077 51.1644399904908),12514,
POINT (13.4924499908729 51.1646300167926),12515,
POINT (13.5001099985683 51.1648400091202),12516,
POINT (12.8746599980247 51.1645599960796),12517,
POINT (12.8755899889795 51.1646100158611),12518,
POINT (12.8761100131976 51.1646300167926),12519,
POINT (12.9074599897824 51.1719500086531),12520,
POINT (13.4932499932259 51.1648400091202),12521,
POINT (13.5021099869981 51.1648000072572),12522,
POINT (13.4999099892536 51.165190007968),12523,
POINT (13.4982399987402 51.1650700023792),12524,
POINT (13.4948600158505 51.1651300051736),12525,
POINT (13.4986900022454 51.1653100135568),12526,
POINT (13.502220009574 51.164920012846),12527,
POINT (13.4983400033976 51.165190007968),12528,
POINT (13.4981500120015 51.1654499851714),12529,
POINT (12.2410799766995 51.1656799923932),12530,Pegau
POINT (12.2414800039784 51.1666199873038),12531,
POINT (14.5125099919056 51.166229986593),12532,
POINT (14.5193200123722 51.1675399952456),12533,
POINT (12.510820016919 51.1653300144883),12534,
POINT (12.4961300134165 51.1729600033337),12535,
POINT (12.7705600016232 51.165999993334),12536,
POINT (13.5037699944986 51.1663200082374),12537,
POINT (12.5095599931422 51.1660999979913),12538,
POINT (14.4149200019987 51.1664099949762),12539,
POINT (12.243559996134 51.1713100137518),12540,
POINT (12.5045800055465 51.1676199989715),12541,
POINT (14.4136000103331 51.1679299959564),12542,
POINT (13.57052000712 51.1675200016828),12543,Weinböhla
POINT (13.5699500050264 51.1681199873526),12544,
POINT (13.5697099938488 51.1686200106392),12545,
POINT (12.2477700002268 51.1711500063001),12546,
POINT (12.5201599981408 51.1671899963978),12547,
POINT (12.5135600049074 51.1693099904164),12548,
POINT (14.4365900164324 51.1669000003443),12549,
POINT (14.4336299832922 51.166830014537),12550,
POINT (14.4332700014314 51.1694899987996),12551,
POINT (13.5589199974541 51.1696300053198),12552,
POINT (13.5604500184855 51.1762999966035),12553,Niederau
POINT (13.5607200114749 51.1778500041907),12554,
POINT (14.4340900047159 51.1669000003443),12555,
POINT (14.434350016825 51.1686000097078),12556,
POINT (14.4138199856736 51.1679299959564),12557,
POINT (14.4344499865767 51.1669400022073),12558,
POINT (14.4345600091526 51.1682199920099),12559,
POINT (12.2702099981635 51.1670299889461),12560,
POINT (12.2626099932625 51.1691499829646),12561,
POINT (12.5108500008634 51.1708499923281),12562,
POINT (12.5189400111326 51.1692299866905),12563,
POINT (14.4360200073384 51.167370004781),12564,
POINT (14.4332000156241 51.1699899871806),12565,
POINT (14.4350199956707 51.1674100066439),12566,
POINT (13.2952400037792 51.1675599961771),12567,
POINT (13.3071199985803 51.1755799857333),12568,
POINT (12.4971299901786 51.171990010516),12569,
POINT (14.4121800140103 51.168210008997),12570,
POINT (14.4138999893995 51.1702900011526),12571,
POINT (13.567170015175 51.170889994191),12572,
POINT (12.5057900095417 51.1685499899263),12573,
POINT (12.5009000086847 51.1710000167669),12574,
POINT (14.4330400081724 51.1699499853177),12575,
POINT (14.4306600020447 51.1691699838961),12576,
POINT (14.4277600066046 51.1702299983582),12577,
POINT (12.5107099943431 51.169249987622),12578,
POINT (12.5049300043943 51.1704999934802),12579,
POINT (12.2619299964982 51.1693600101979),12580,
POINT (12.2609699866935 51.1695999864698),12581,
POINT (14.4329000016521 51.169819996716),12582,
POINT (13.5586399844136 51.1702900011526),12583,
POINT (12.2599199901499 51.1698900174289),12584,
POINT (12.5075299858624 51.1698900174289),12585,
POINT (13.1577199867445 51.1699000004418),12586,
POINT (13.1620699973576 51.1822900015425),12587,
POINT (12.6262400169462 51.1701299937009),12588,
POINT (12.6194099908624 51.1750800037954),12589,Lauterbach-Steinbach
POINT (12.610590003639 51.1878800000953),12590,
POINT (14.4327799960633 51.1701499946323),12591,
POINT (14.4324600160655 51.1703999888229),12592,
POINT (14.4300499910878 51.1702499992897),12593,
POINT (14.4270499909903 51.1703300030156),12594,
POINT (14.4309800169482 51.1702299983582),12595,
POINT (14.4316299948624 51.1702499992897),12596,
POINT (14.4273700058938 51.1706600009319),12597,
POINT (14.4258100030507 51.1705399953431),12598,
POINT (14.4302799843469 51.17064),12599,
POINT (14.4321200002305 51.1703599869599),12600,
POINT (14.4329299855965 51.1702700002212),12601,
POINT (14.4327300111875 51.1704500086043),12602,
POINT (13.5585400146619 51.1708099904651),12603,
POINT (13.557859982992 51.1709600149039),12604,
POINT (14.4319999946417 51.1704900104673),12605,
POINT (14.4318900069715 51.1709299960539),12606,
POINT (14.4299200024861 51.1727900128691),12607,
POINT (14.4273799854819 51.1737099873731),12608,Bautzen
POINT (14.4257799842006 51.1741599894104),12609,
POINT (14.4318300041771 51.1706100160561),12610,
POINT (14.4313899836848 51.1709400139725),12611,
POINT (14.4297199931714 51.1706699839448),12612,
POINT (14.4272599833179 51.1719399907345),12613,
POINT (14.4294800168995 51.1707899895336),12614,
POINT (14.4272999851808 51.1708699932595),12615,
POINT (14.4271499956477 51.1716099928182),12616,
POINT (14.4272200163606 51.1717499993384),12617,
POINT (13.5587900088524 51.172759994019),12618,
POINT (13.559499989561 51.1750700143394),12619,
POINT (13.5648900137047 51.1742700119863),12620,
POINT (14.4316200118495 51.1711500063001),12621,
POINT (14.4258700058451 51.1737400047553),12622,
POINT (14.4254099844213 51.1737299868367),12623,
POINT (13.5572700078722 51.1715000051479),12624,
POINT (13.5574399983369 51.1717700002699),12625,
POINT (12.244899988731 51.1742399931363),12626,
POINT (14.4314200025348 51.1713300146833),12627,
POINT (12.2441199873095 51.1724499970341),12628,
POINT (14.4309699990296 51.171720015394),12629,
POINT (14.4258500049136 51.1739600150014),12630,
POINT (13.5561899924786 51.175240004804),12631,
POINT (13.5549999894148 51.1750199945579),12632,
POINT (13.557359994611 51.1751800020096),12633,
POINT (13.5581199951011 51.1751800020096),12634,
POINT (14.9638999840008 51.1721800019121),12635,
POINT (14.9599000071413 51.173069991004),12636,
POINT (13.822940006964 51.1722800065695),12637,
POINT (13.8247900058606 51.1759299845812),12638,
POINT (13.5660899997815 51.1725999865673),12639,
POINT (14.9604500153038 51.1726500063488),12640,
POINT (14.9597399996896 51.1727900128691),12641,
POINT (14.9597100157452 51.1729099835522),12642,
POINT (14.9659400091992 51.1742199922049),12643,
POINT (12.2442399928983 51.1727500110061),12644,
POINT (14.9593600168973 51.1728700165949),12645,
POINT (14.934770006092 51.1772999960282),12646,
POINT (12.4958999852518 51.1734599917148),12647,
POINT (12.788869999193 51.1729699863466),12648,
POINT (12.7909299904172 51.173630017085),12649,
POINT (14.9593799829232 51.1730200061281),12650,
POINT (14.9580199893947 51.1734999935777),12651,
POINT (14.9594300027046 51.1731800135799),12652,
POINT (14.9540099946166 51.1748399861747),12653,
POINT (12.7971500008583 51.1735700142906),12654,
POINT (12.7952500170859 51.1737099859053),12655,
POINT (14.4239600041541 51.1743500157122),12656,
POINT (12.7943399921569 51.1736899849738),12657,
POINT (12.7721299874793 51.182080009215),12658,
POINT (12.4957800145687 51.1737299868367),12659,
POINT (12.4949000084898 51.1757999959795),12660,
POINT (14.4252900137382 51.1739699980143),12661,
POINT (12.4928799842229 51.1739899989458),12662,
POINT (12.4893399938814 51.1785900037494),12663,
POINT (12.4967599903993 51.1739899989458),12664,
POINT (14.4239899880984 51.1745000052454),12665,
POINT (12.2522200154972 51.1906300060022),12666,
POINT (13.56465998554 51.1753400094614),12667,
POINT (14.4236300062377 51.174409983601),12668,
POINT (14.4212099982471 51.1748300031618),12669,
POINT (14.4236199883191 51.1745699910527),12670,
POINT (14.4181600132738 51.1755900036519),12671,
POINT (14.9661500015268 51.1745699910527),12672,
POINT (14.976650001868 51.1917699892846),12673,
POINT (12.492299992116 51.1750599964208),12674,
POINT (13.5645999827456 51.1756199875963),12675,
POINT (13.5639999897073 51.1783499925718),12676,
POINT (14.4178300153574 51.1756500064463),12677,
POINT (14.4173299920707 51.1757399931851),12678,
POINT (13.8357299917885 51.1757300101721),12679,
POINT (13.8291600174052 51.1831900085529),12680,
POINT (12.4914599879 51.1786599895567),12681,
POINT (14.4169100074155 51.175810013898),12682,
POINT (14.4096800022938 51.1764799927437),12683,
POINT (13.3075799850984 51.1758199969109),12684,
POINT (13.3151100041921 51.1908199973983),12685,
POINT (13.8249100092377 51.177579983483),12686,Ottendorf-Okrilla Süd
POINT (13.8262599870594 51.1805499903162),12687,
POINT (13.8246400163275 51.1767800067157),12688,
POINT (14.4092000148443 51.1764999936752),12689,
POINT (14.4014600034229 51.1778799881351),12690,
POINT (12.5108000159876 51.1766699841398),12691,
POINT (12.5096999996625 51.1774699864929),12692,
POINT (13.8246499993404 51.1775000053429),12693,
POINT (13.824289982574 51.1790499902675),12694,
POINT (12.4897000106478 51.1770799857821),12695,
POINT (12.4884900066526 51.1796600012244),12696,
POINT (14.9341500121222 51.1771399885765),12697,
POINT (14.8523199882871 51.1875300012474),12698,
POINT (12.5088500124336 51.1777599825463),12699,
POINT (12.5000699874817 51.1781499832571),12700,
POINT (13.825420017749 51.179869993552),12701,
POINT (14.3950500015857 51.177649994876),12702,
POINT (12.3895700071615 51.1777000146575),12703,
POINT (12.384399993264 51.1777599825463),12704,
POINT (12.5030699875792 51.1780799974498),12705,
POINT (12.5037899862063 51.1782499879144),12706,
POINT (12.3903100067201 51.1778500041907),12707,
POINT (12.408080014046 51.1819400026947),12708,
POINT (13.560879984021 51.178790013064),12709,
POINT (14.3962499858703 51.1806000150157),12710,Rattwitz
POINT (14.3975300123707 51.185829991884),12711,
POINT (12.387680006402 51.1778900060537),12712,
POINT (12.3858100065739 51.177990010711),12713,
POINT (12.3896700118188 51.1779700097795),12714,
POINT (12.383890007168 51.1846899847915),12715,Böhlen-Werke
POINT (12.3831699883372 51.1857299872267),12716,
POINT (12.384160016992 51.1781100162998),12717,
POINT (12.3815499826997 51.1866200112241),12718,
POINT (12.4993600067731 51.1793100023765),12719,
POINT (12.381410011085 51.178759994214),12720,
POINT (12.3826499990247 51.1790499902675),12721,
POINT (12.4965400150588 51.1817500112986),12722,
POINT (12.7716099981668 51.1823300034055),12723,
POINT (12.7689599969171 51.1831399887714),12724,
POINT (13.8268200131404 51.1785999867623),12725,
POINT (13.5639599878443 51.1786700074752),12726,
POINT (13.5632999920116 51.188880011763),12727,
POINT (12.3793699858867 51.1796800021558),12728,
POINT (12.3778000000306 51.1805200063718),12729,
POINT (13.8438400029891 51.1788799998028),12730,
POINT (13.8329300010056 51.1855399958305),12731,
POINT (13.5609300038025 51.179029989336),12732,
POINT (13.5432100162581 51.1936500070312),12733,
POINT (12.3823699859842 51.1797899898261),12734,
POINT (12.3809899915242 51.1864699867853),12735,
POINT (13.8242799995611 51.1794300079653),12736,
POINT (13.8248300077236 51.1796699842373),12737,
POINT (12.4943500003272 51.18525998279),12738,
POINT (13.8230099927714 51.1813899945322),12739,
POINT (13.825690012871 51.1830500020326),12740,
POINT (12.4822600131985 51.1870999986737),12741,
POINT (13.8271300101254 51.1828200087736),12742,
POINT (13.8281499878189 51.1833399980861),12743,
POINT (12.3822399973824 51.1802500112498),12744,
POINT (12.3821199917936 51.1808500042882),12745,
POINT (12.381379992235 51.186930008209),12746,
POINT (12.376520010228 51.1846799906831),12747,
POINT (12.3768100062815 51.1822200157352),12748,
POINT (12.3771099853478 51.1822499996796),12749,
POINT (13.8301100092914 51.1846300058073),12750,
POINT (12.3812300027018 51.1870900156608),12751,
POINT (12.4086899900973 51.1820600082835),12752,
POINT (12.4271300111744 51.1878599991638),12753,
POINT (12.7715099935094 51.1822499996796),12754,
POINT (12.7660899854214 51.1829800162253),12755,
POINT (13.4054600059644 51.2913800034584),12756,
POINT (13.4064000148377 51.2914000043899),12757,
POINT (12.7659100119438 51.1830000171568),12758,
POINT (12.7592699893909 51.1838900098527),12759,Großbothen
POINT (12.7545900083181 51.1845799860258),12760,
POINT (12.7670499952261 51.1833899829619),12761,
POINT (12.7662299919416 51.183649995071),12762,
POINT (12.3767300025556 51.1831799906344),12763,
POINT (12.3767300025556 51.1843200088223),12764,
POINT (12.3769300118703 51.1832799952917),12765,
POINT (12.7659700147382 51.1833399980861),12766,
POINT (12.7655299942459 51.1833500160047),12767,
POINT (12.7627999892704 51.1838399864671),12768,
POINT (12.7661600061343 51.1833399980861),12769,
POINT (12.7611999845644 51.1838799883301),12770,
POINT (12.7661800070658 51.1835000055378),12771,
POINT (12.7659999986826 51.1835200064693),12772,
POINT (12.7635599897605 51.1838500043857),12773,
POINT (12.3629099872135 51.1835499904137),12774,
POINT (12.3641700109902 51.1842499881094),12775,
POINT (12.3592600092018 51.1844699983555),12776,
POINT (12.3567500144724 51.1864099839909),12777,
POINT (12.7660400005455 51.183680013921),12778,
POINT (12.7580800137837 51.1846199878887),12779,
POINT (12.7574700028268 51.1845599850943),12780,
POINT (12.3725499824072 51.1873099910013),12781,
POINT (12.3570299926073 51.1865699914426),12782,
POINT (12.4885900113099 51.1842800069594),12783,
POINT (12.4822200113356 51.1891700078164),12784,
POINT (12.4825399913334 51.1845500020814),12785,
POINT (12.4805400029037 51.1872600061254),12786,
POINT (12.7539700143483 51.1850000055866),12787,
POINT (12.7538900106224 51.1846700076702),12788,
POINT (12.75761999236 51.1907999964669),12789,
POINT (12.4827400006481 51.1846599897516),12790,
POINT (12.3764299885836 51.1849000009292),12791,
POINT (12.7536099975819 51.1846999916146),12792,
POINT (12.7524100115051 51.1848899830107),12793,
POINT (14.4215700150135 51.187169984481),12794,
POINT (14.4236500071691 51.1877199926435),12795,
POINT (12.4910800051078 51.1847100095331),12796,
POINT (12.4840500093007 51.1898500045806),12797,
POINT (14.0106799893287 51.1847799953404),12798,
POINT (14.0129799917304 51.1871100165922),12799,
POINT (12.7536499994448 51.1850099885995),12800,
POINT (12.7473499852778 51.185559996762),12801,
POINT (12.4835099841511 51.1851099932568),12802,
POINT (12.4809300036144 51.1878300152194),12803,
POINT (12.4931100123876 51.1862199925948),12804,
POINT (12.4876900042995 51.1908100143854),12805,
POINT (13.8364800037837 51.1869599878464),12806,Ottendorf-Okrilla Halteplatz
POINT (13.8345900085061 51.1954099842833),12807,
POINT (12.7467499922395 51.1856699844323),12808,
POINT (12.7408299957704 51.1865099886482),12809,
POINT (12.4887899857189 51.1857200042137),12810,
POINT (12.4831799862347 51.1895400075957),12811,
POINT (12.4959799889777 51.1861900086504),12812,
POINT (12.4866899926318 51.1907799955354),12813,
POINT (12.4905400148638 51.1893300152681),12814,
POINT (14.3983900175181 51.1862999963206),12815,
POINT (14.4037499879062 51.1901899855099),12816,
POINT (12.4835400030011 51.1864200019094),12817,
POINT (12.4786199832941 51.1907799955354),12818,
POINT (12.3809800085113 51.1871199996052),12819,
POINT (12.4802199880002 51.1869399912219),12820,
POINT (12.4783400051592 51.1890199833776),12821,
POINT (14.0138400000534 51.1882900060787),12822,Pulsnitz
POINT (14.0153300139137 51.190790013454),12823,
POINT (12.3812199847833 51.1871899854125),12824,
POINT (12.479539991236 51.1884799931336),12825,
POINT (12.3755699834362 51.1873200089198),12826,
POINT (12.3711200030714 51.187770012425),12827,
POINT (12.3760399878728 51.1873299919327),12828,
POINT (12.3804500012803 51.1909299850686),12829,
POINT (12.3809600075798 51.1873899947271),12830,
POINT (12.3804999861561 51.1904999824949),12831,
POINT (12.3811999838518 51.1874200135772),12832,
POINT (12.3809800085113 51.1885999987224),12833,
POINT (14.8518899857134 51.1875300012474),12834,
POINT (14.8429800070654 51.1890199833776),12835,
POINT (12.3691200146416 51.1900500138953),12836,
POINT (12.3584400059173 51.1937599947014),12837,
POINT (12.4274099893093 51.1880699914914),12838,
POINT (12.4380800150208 51.1961199998976),12839,
POINT (14.4240299899614 51.1881200112729),12840,
POINT (14.4195400077337 51.1914599922996),12841,
POINT (12.4790299849364 51.1887400052427),12842,
POINT (12.3786899891224 51.1886600015168),12843,
POINT (12.4808299989571 51.18880999105),12844,
POINT (12.480100017317 51.1889899994332),12845,
POINT (12.4767299825346 51.1898999894565),12846,
POINT (12.4771900039583 51.1895400075957),12847,
POINT (12.4815899994472 51.1890399843091),12848,
POINT (12.4817199880489 51.1890999871035),12849,
POINT (12.4832799908921 51.1900100120324),12850,
POINT (14.0140200052611 51.1891300059535),12851,
POINT (13.5630999826969 51.1891500068849),12852,
POINT (13.545899984465 51.1952799956816),12853,
POINT (12.4859499930732 51.1905399843578),12854,
POINT (12.4689399862374 51.1932600063204),12855,
POINT (12.3800800015009 51.1896400122531),12856,
POINT (12.4763700006738 51.1902000034285),12857,
POINT (12.4844000081486 51.1907399936725),12858,
POINT (12.4770299965066 51.1917400053402),12859,
POINT (14.4048799881756 51.1913100027665),12860,
POINT (14.4037400048933 51.1918800118604),12861,
POINT (12.475979999963 51.1903499929617),12862,
POINT (12.4723200040328 51.1924800048988),12863,
POINT (12.474370012244 51.1912400169591),12864,
POINT (12.4684599987879 51.1936700079626),12865,
POINT (12.4714700168039 51.1930700149243),12866,
POINT (13.3149000118645 51.1909299850686),12867,
POINT (13.3082999837256 51.1925499907061),12868,
POINT (13.3135000164731 51.1912099981091),12869,
POINT (14.4049999937644 51.1914399913682),12870,
POINT (14.4159699985422 51.1915399960255),12871,
POINT (14.4189899995712 51.1914700102182),12872,
POINT (14.4165400076362 51.1914799932311),12873,
POINT (13.3078100062261 51.1926400139839),12874,Lommatzsch
POINT (13.3053100015466 51.1932400053889),12875,
POINT (12.4623599939356 51.1958700057071),12876,
POINT (12.4677300171478 51.1938300154144),12877,
POINT (13.3047599933841 51.1934000128407),12878,
POINT (13.2999000113771 51.1960399961717),12879,
POINT (12.3570000086629 51.1939600040161),12880,
POINT (12.3548499957943 51.1957400171054),12881,
POINT (12.4634099904791 51.1952399938187),12882,
POINT (12.3563000109672 51.1940800096049),12883,
POINT (12.3564000156245 51.1941899972751),12884,
POINT (13.8351000148057 51.1960999989661),12885,
POINT (13.834699996072 51.1960399955738),12886,Ottendorf-Okrilla Nord
POINT (12.4621300006765 51.1955200068592),12887,
POINT (12.4594900173454 51.1961400008291),12888,Espenhain
POINT (12.3848899986321 51.1959700103644),12889,
POINT (12.3844599960584 51.1959900112959),12890,
POINT (13.1629199845865 51.1965599854842),12891,
POINT (12.381149998976 51.1974199906317),12892,
POINT (12.7401200150618 51.1867099979629),12893,
POINT (12.7257200076127 51.1962099866364),12894,
POINT (12.2506699956669 51.1873099910013),12895,
POINT (12.2492700002755 51.1975100122761),12896,
POINT (12.6044200129793 51.1967599947989),12897,
POINT (12.3807399973337 51.1965000175955),12898,
POINT (12.2710999861809 51.2081699842241),12899,Groß Dalzig
POINT (12.271830003801 51.2460599870927),12900,
POINT (12.7540600010871 51.2006800028382),12901,
POINT (12.3804000164044 51.1915399960255),12902,
POINT (12.3805100040747 51.1983700174235),12903,
POINT (14.4035199946471 51.2053400104362),12904,
POINT (14.9770299846602 51.1919600155863),12905,
POINT (14.9693199920889 51.2125799985708),12906,
POINT (13.7273799915307 51.1981000044362),12907,Berbisdorf-Anbau
POINT (13.7292099873964 51.208140001219),12908,
POINT (13.5423500111107 51.1937799956329),12909,
POINT (13.5292899962586 51.1964600157325),12910,
POINT (12.3507500142774 51.1992400055839),12911,
POINT (14.0173300023435 51.1945500140415),12912,
POINT (14.0200099875375 51.2008499933029),12913,
POINT (14.1190400096044 51.1946899856562),12914,
POINT (14.1417199838131 51.219529990652),12915,
POINT (12.3550399871904 51.1952999966131),12916,
POINT (12.3523100171206 51.1979999827386),12917,
POINT (13.5452300056193 51.1955400077907),12918,
POINT (13.5387499830692 51.2017500003132),12919,
POINT (13.8348600036281 51.1957099982553),12920,
POINT (13.8353799929406 51.1988300039416),12921,
POINT (12.397990015347 51.2009800168102),12922,
POINT (12.3813500082906 51.1974999943575),12923,
POINT (13.302390005175 51.2041599903853),12924,
POINT (13.8353399910777 51.200000006074),12925,
POINT (12.4395800150695 51.1964600157325),12926,
POINT (12.3261800044036 51.2039699989892),12927,
POINT (12.4613999841308 51.196180002692),12928,
POINT (12.4599799878079 51.1966599901416),12929,
POINT (12.3810200103742 51.1975300132076),12930,
POINT (13.5290600029996 51.1965700034028),12931,
POINT (13.5362199874083 51.2338499943752),12932,
POINT (12.4387400108536 51.1965799864157),12933,
POINT (12.4273000016391 51.1996700081576),12934,
POINT (12.4591399835919 51.1969400031821),12935,
POINT (12.4572899846954 51.1995599855817),12936,
POINT (12.4395200122751 51.1967100099231),12937,
POINT (12.4551600076639 51.1976400008778),12938,
POINT (12.7255100152851 51.1967300108545),12939,
POINT (12.7144600067814 51.2231600026379),12940,
POINT (12.6012400044987 51.2012900137951),12941,
POINT (12.602369994812 51.1997200082851),12942,Otterwisch
POINT (12.4587399998682 51.1973100029614),12943,
POINT (12.4585100066092 51.1975300132076),12944,
POINT (12.4561900032759 51.1978800120554),12945,
POINT (12.457219998888 51.198629994627),12946,
POINT (12.4376300115156 51.1975700150705),12947,
POINT (12.4380499961708 51.1976499838907),12948,
POINT (12.4371499891604 51.1977099866851),12949,
POINT (12.4508099970508 51.1978699941369),12950,
POINT (12.4571100112178 51.1997900137464),12951,
POINT (12.4410499962683 51.1976499838907),12952,
POINT (12.4397300046027 51.1981399892588),12953,
POINT (12.4505499849417 51.1993400102412),12954,
POINT (12.4479100016107 51.1988500048731),12955,
POINT (12.4402600118338 51.1994999827873),12956,
POINT (12.4333699876414 51.1986499955584),12957,
POINT (12.3528300064331 51.1977400055351),12958,
POINT (12.3810299933872 51.1977499885481),12959,
POINT (12.3817299910829 51.2012100100693),12960,
POINT (12.3812199847833 51.1977600064666),12961,
POINT (12.3812700045648 51.1980100006571),12962,
POINT (12.4537899962168 51.1978400101925),12963,
POINT (12.4568299981773 51.2001600135257),12964,
POINT (12.4557899846466 51.2010799865619),12965,
POINT (12.4240100054881 51.2267399948423),12966,
POINT (12.3514100101102 51.1989100076675),12967,
POINT (13.1643200148835 51.1980100006571),12968,
POINT (13.1646599958128 51.198359999505),12969,
POINT (14.4145700031508 51.1980399846015),12970,
POINT (14.4113299918757 51.1984899881067),12971,
POINT (12.4404900050928 51.1982900136977),12972,
POINT (12.4489199962913 51.2017399823947),12973,
POINT (12.4440899982287 51.1993499932541),12974,
POINT (12.4497899844516 51.2014600042598),12975,
POINT (14.4143200089603 51.1982900136977),12976,
POINT (13.1660799996114 51.2000700015887),12977,Ostrau
POINT (13.1732899963259 51.2108300043316),12978,
POINT (13.167020001009 51.2009400149473),12979,
POINT (13.1060399883231 51.3108200012976),12980,
POINT (13.105549982955 51.3111600171326),12981,
POINT (12.381680006207 51.2017000154374),12982,
POINT (14.4104499857968 51.1985800097511),12983,
POINT (14.4100500020731 51.1986800144085),12984,
POINT (14.4053299916808 51.2035900161969),12985,
POINT (12.3505799889071 51.1996399893076),12986,
POINT (12.3499300109929 51.2006600019068),12987,
POINT (12.4480599911439 51.2020399963667),12988,
POINT (12.3480099913834 51.2028800005827),12989,
POINT (12.4268999830097 51.1998100146779),12990,
POINT (12.4200699965174 51.2016600135745),12991,
POINT (13.8365899969359 51.2032200164176),12992,
POINT (12.4532599889858 51.2000699918813),12993,
POINT (12.3544999969465 51.2000899928128),12994,
POINT (12.3583499842728 51.2001099937442),12995,
POINT (12.3525600113111 51.2014499863412),12996,
POINT (12.3586600161634 51.2001400125943),12997,
POINT (12.3648399898359 51.2011700082063),12998,
POINT (12.3596599929255 51.2004799935236),12999,
POINT (12.3646600163584 51.2015000061227),13000,
POINT (12.4560200128113 51.2011999921507),13001,
POINT (12.3645699947139 51.2017799842576),13002,
POINT (12.3634100105001 51.2018100031076),13003,
POINT (12.3493600018989 51.2006400009753),13004,
POINT (12.347409998345 51.2049599927383),13005,
POINT (13.1683999954689 51.2026199884736),13006,
POINT (13.1692600006164 51.2041700083038),13007,
POINT (14.0201499940578 51.2011199884249),13008,
POINT (14.0326600007473 51.2146100058506),13009,
POINT (13.1784200083605 51.2011500072749),13010,
POINT (13.1752399998799 51.2023699942831),13011,
POINT (12.3817800108643 51.2016899975188),13012,
POINT (12.3985599895354 51.2012100100693),13013,
POINT (12.4106600085219 51.2034500059197),13014,Rötha
POINT (12.4155000105638 51.202180002887),13015,
POINT (13.1785400139493 51.2012700128637),13016,
POINT (12.6001300051607 51.202409996146),13017,
POINT (13.1792000097821 51.2012999968081),13018,
POINT (13.1744799993898 51.2028699826641),13019,
