WKT,id,sname
POINT (18.2665000028883 50.1091999915728),2268,
POINT (17.9048000167327 50.059599985307),2269,
POINT (18.3320999864036 50.0109999907089),2270,
POINT (18.3867000161023 50.0451000081062),2271,
POINT (18.2534999908307 50.0127000000723),2272,
POINT (18.2490999858155 50.0172000100425),2273,Tworkow
POINT (18.2113000150569 50.0661000087886),2274,
POINT (18.131299989187 50.0165000025228),2275,
POINT (18.1568999946729 50.0508999989865),2276,
POINT (18.3891999929131 50.0465000034977),2277,
POINT (18.393900002374 50.0477999942317),2278,
POINT (18.1602000087424 50.0528999874163),2279,
POINT (18.1828000141308 50.065899999474),2280,
POINT (18.2150000128501 50.0566999898668),2281,
POINT (17.9010000142822 50.0642999947679),2282,
POINT (17.923899998737 50.0810000046187),2283,
POINT (18.1942000090634 50.069299988917),2284,Raciborz Studzienna
POINT (18.2170000012799 50.0783999882449),2285,
POINT (18.1360999910898 50.0630000121773),2286,Lekartow
POINT (18.0958000113038 50.0770999975108),2287,
POINT (18.0928000099983 50.0835000030468),2288,Pietrowice Wielkie
POINT (17.9662999838254 50.1615999886214),2289,
POINT (17.9650999977487 50.1637000166141),2290,
POINT (18.0552999921922 50.1126000169729),2291,Tlustomosty
POINT (17.9875999984798 50.1471000114206),2292,
POINT (18.0032999966629 50.0777999952065),2293,
POINT (18.226599986508 50.090099999747),2294,Raciborz
POINT (18.2303999970612 50.0934999933897),2295,
POINT (17.9256000081004 50.0815999976571),2296,
POINT (17.9472000018211 50.0912999956452),2297,
POINT (17.9477999948595 50.092799995694),2298,
POINT (18.2333999971587 50.0948999887811),2299,
POINT (18.266899986612 50.1104000125552),2300,
POINT (16.6651999834341 50.1252000037279),2301,
POINT (18.3455000170906 50.1512999975949),2302,
POINT (18.2708000065832 50.1136000019559),2303,Raciborz Markowice
POINT (18.2913000060212 50.154199993035),2304,
POINT (17.7107999871584 50.147399990487),2305,
POINT (16.6639999973573 50.1257999967663),2306,
POINT (16.6555999900246 50.1437999949918),2307,Miedzylesie
POINT (16.6561000133899 50.1505999998992),2308,
POINT (18.4028999945408 50.135700008272),2309,Sumina
POINT (18.3897000158123 50.1414999950198),2310,Gorki Slaskie
POINT (18.2923999874406 50.1622000165654),2311,
POINT (18.293600008423 50.1691999935224),2312,
POINT (18.3483000061442 50.1510999889287),2313,Szymocice
POINT (18.3475000055204 50.1514000022522),2314,
POINT (17.9830999983336 50.1519999952906),2315,
POINT (17.7115999895114 50.1484000021547),2316,
POINT (17.8084999996412 50.1980000084205),2317,
POINT (16.6561000133899 50.1518999906332),2318,
POINT (16.6519999969674 50.1591000118106),2319,
POINT (18.3461000101289 50.1518999906332),2320,
POINT (18.3132000061246 50.1643000091104),2321,Nedza Wies
POINT (18.3045999971452 50.1630999886701),2322,
POINT (18.3492000148838 50.1519999952906),2323,
POINT (18.4675000094196 50.1932999989596),2324,
POINT (17.9814999936275 50.153399990682),2325,
POINT (17.9779000176535 50.1566999890197),2326,Baborow
POINT (18.2915000170849 50.1564000047733),2327,Nedza
POINT (18.2916999897449 50.1579999954855),2328,
POINT (18.294099996804 50.1586999931812),2329,
POINT (17.9297999942746 50.1559000023984),2330,
POINT (17.9257999825094 50.1561000117131),2331,
POINT (17.8868999904004 50.1599999827613),2332,Bernacice
POINT (17.8795999949704 50.1617999979361),2333,
POINT (17.9682000025035 50.1574000024472),2334,
POINT (18.2957000015101 50.1599000141636),2335,
POINT (16.6522000062821 50.1608999909257),2336,
POINT (16.6659999780368 50.186799998112),2337,Roztoki Bystrzyckie
POINT (16.6594999972111 50.2035999899861),2338,
POINT (17.876900008845 50.1629000142611),2339,
POINT (17.8220000133789 50.1959000127593),2340,Glubczyce
POINT (17.9647999837767 50.1650000073482),2341,
POINT (17.9762999957856 50.1759999960704),2342,
POINT (18.298800006058 50.1998999913276),2343,Kuznia Raciborska
POINT (18.2998999957316 50.2429999991529),2344,Dziergowice
POINT (18.286800005875 50.2588999824749),2345,
POINT (17.9767999841666 50.1770000077381),2346,
POINT (18.0239000136216 50.2124000158696),2347,
POINT (17.7939999875349 50.2050999900349),2348,
POINT (18.4574999974595 50.1988000107736),2349,
POINT (18.3984000025202 50.2641999849742),2350,
POINT (16.6586999948581 50.2056999830732),2351,
POINT (16.6558999937323 50.2133000117022),2352,Domaszkow
POINT (16.6388000016605 50.2383000073679),2353,Dlugopole Zdroj
POINT (16.6473999916274 50.2850000085651),2354,Bystrzyca Klodzka Przedmiedcie
POINT (16.6507000062333 50.2921999975192),2355,
POINT (17.7923999828288 50.2071000133703),2356,
POINT (17.782799989498 50.2266999837556),2357,
POINT (18.0252000043557 50.21399998567),2358,
POINT (18.07119998258 50.2231999952771),2359,
POINT (17.7745999915586 50.2896999858028),2360,
POINT (17.770600014699 50.3098000143804),2361,
POINT (16.6518999923101 50.2929999998722),2362,
POINT (16.6558000082399 50.2965000030541),2363,Bystrzyca Klodzka
POINT (16.6554999854459 50.3020000001647),2364,
POINT (18.3512000033135 50.3587999927022),2365,
POINT (18.4046999851888 50.3667000115752),2366,Rudziniec Gliwicki
POINT (18.0746000013068 50.2221000138577),2367,
POINT (18.1611999855044 50.2559000172831),2368,
POINT (17.7818999824876 50.2289000164057),2369,
POINT (17.7811999837356 50.2304999882094),2370,Glubczyce Las
POINT (17.7761999962646 50.2406000028236),2371,
POINT (17.7754999985689 50.241999998215),2372,
POINT (17.7659000023708 50.2673000003792),2373,Sciborzyce Male
POINT (17.7652000075424 50.2699000061028),2374,
POINT (18.1626999855532 50.2583999940939),2375,
POINT (18.124800000611 50.3459999899592),2376,Kedzierzyn Kozle Zachod
POINT (18.3280000048867 50.2754999876684),2377,
POINT (18.2582000120644 50.2926000038852),2378,Bierawa
POINT (18.2397000131337 50.310799989399),2379,Kedzierzyn Kozle Azoty
POINT (18.2320000017673 50.3187000100155),2380,
POINT (18.4228999916811 50.2617000081633),2381,
POINT (18.3022999947434 50.2634999872785),2382,
POINT (17.764600014504 50.2717999898752),2383,
POINT (17.7731999961671 50.288199985754),2384,
POINT (17.4783999842608 50.2852999903139),2385,
POINT (17.4769999888694 50.2869999996773),2386,
POINT (17.4731000166672 50.2918999835472),2387,
POINT (17.3908999930528 50.3155000006034),2388,Glucholazy Miasto
POINT (17.4722000096568 50.2929999998722),2389,
POINT (17.3984999979539 50.3165000122711),2390,
POINT (16.8742000134958 50.3003999954586),2391,
POINT (16.8760999957365 50.3034999977143),2392,Stronie Slaskie
POINT (16.8738999893911 50.327300000123),2393,Ladek Stojkow
POINT (16.8596000163395 50.342299990901),2394,Ladek Zdroj
POINT (16.8183999930796 50.3395000013832),2395,Radochow
POINT (16.7773999903712 50.3436999899112),2396,Trzebieszowice
POINT (16.7082000149278 50.3586999891308),2397,Oldrzychowice Klodzkie
POINT (16.6678999967208 50.3709000025635),2398,Zelazno
POINT (16.6380000081477 50.3938999868616),2399,
POINT (16.6546999830929 50.3036000048708),2400,
POINT (16.6524999853484 50.321399996141),2401,
POINT (17.3839999789112 50.3081000012821),2402,Glucholazy Zdroj
POINT (17.3903000000144 50.3133000028589),2403,
POINT (17.7688000006783 50.3108999957998),2404,
POINT (17.7618000108715 50.3121000139052),2405,Raclawice Slaskie
POINT (17.7519999861701 50.3133000028589),2406,
POINT (17.7685999913636 50.3119000074675),2407,
POINT (17.7826000150889 50.3171000053094),2408,
POINT (17.7493000000446 50.3136000168309),2409,
POINT (17.6784000040305 50.3296999984152),2410,Dytmarow
POINT (17.5984999928175 50.3278000149653),2411,
POINT (17.3967999885904 50.3167999913374),2412,
POINT (17.3934000047693 50.3193000030539),2413,
POINT (17.3916999954059 50.3173999843758),2414,
POINT (17.7857999895954 50.3181000169771),2415,
POINT (17.8005000110165 50.3231000055044),2416,
POINT (18.2308999854422 50.3203999844733),2417,
POINT (18.2292000109845 50.321399996141),2418,
POINT (17.3946999950081 50.3301000141481),2419,Glucholazy
POINT (17.3887999999657 50.3651000068692),2420,
POINT (16.6522000062821 50.3224000078087),2421,
POINT (16.6411999843349 50.354400007297),2422,Gorzanow
POINT (16.6372000063778 50.3927000015624),2423,Krosnowice Klodzkie
POINT (18.2288999970125 50.3232000101617),2424,
POINT (18.2242999922089 50.3293999847657),2425,
POINT (17.8034000064566 50.3239000078574),2426,
POINT (17.8634000084063 50.3420000130997),2427,
POINT (17.5959000113493 50.3279999893743),2428,
POINT (17.589800006497 50.328199998689),2429,
POINT (17.5865999970849 50.3284000080037),2430,
POINT (17.5770000151671 50.3288999957507),2431,Prudnik
POINT (17.5734000106182 50.329000001042),2432,
POINT (18.2186000059859 50.3361999873137),2433,
POINT (18.207099993977 50.3440000015294),2434,
POINT (18.2343000041691 50.3370999943241),2435,
POINT (18.2360999832842 50.3373000036388),2436,
POINT (18.2371999996092 50.3374000082961),2437,
POINT (18.2853000111135 50.3463000049288),2438,Kedzierzyn Blachownia Slaska
POINT (18.3033000064112 50.3495999830951),2439,
POINT (17.8642000107593 50.3423999968234),2440,
POINT (17.87339998287 50.3471000048038),2441,Glogowek
POINT (17.8790000019321 50.3500000017244),2442,
POINT (18.2053999846136 50.3443000155014),2443,
POINT (18.1941000168251 50.3548999855943),2444,
POINT (18.2063999962813 50.3444999899105),2445,
POINT (18.2051000146508 50.3454999945753),2446,Kedzierzyn Kozle
POINT (18.1895000120215 50.3607000113803),2447,
POINT (18.0657000056717 50.3449000085398),2448,
POINT (18.0003000091402 50.3480999822918),2449,Twardawa
POINT (17.9620999976512 50.6326000039261),2450,
POINT (17.9620999976512 50.6327000085835),2451,
POINT (17.9500999972613 50.4789000012588),2452,
POINT (17.5636000079727 50.329000001042),2453,
POINT (17.569899987234 50.3291000056994),2454,
POINT (17.5541999890509 50.3299000080524),2455,
POINT (17.4817000153913 50.3445999899149),2456,Szybowice
POINT (17.4231999964294 50.3594999903979),2457,
POINT (18.2231000061322 50.3298000033951),2458,
POINT (18.2061999869667 50.3435999829001),2459,
POINT (17.2648999889586 50.3301000173671),2460,Slawniowice Rail
POINT (17.3232000164504 50.3659000092222),2461,
POINT (18.2227999921602 50.3313000034438),2462,
POINT (18.2234999898559 50.3315000127585),2463,
POINT (18.0667999870911 50.3449000085398),2464,
POINT (18.081100004046 50.3448000028202),2465,Pokrzywnica
POINT (18.1317999959401 50.3472000077619),2466,Kedzierzyn Kozle Przystanek
POINT (18.1363000126198 50.3481999877037),2467,
POINT (18.1415000104618 50.3488999853994),2468,
POINT (18.13920000806 50.3491999993714),2469,
POINT (18.1429000058532 50.349099994714),2470,
POINT (18.152000010803 50.3508000040774),2471,
POINT (18.1428000011958 50.3527999925072),2472,
POINT (18.1402999894794 50.3510000133921),2473,
POINT (18.3146999978234 50.3516000032948),2474,Slawiecice
POINT (18.3157999951821 50.3518000157452),2475,
POINT (18.3138000067523 50.3561000065767),2476,
POINT (17.8613999850709 50.3637000114777),2477,
POINT (18.1530999922224 50.3510000133921),2478,
POINT (18.1624000064868 50.3525999831925),2479,
POINT (18.3167000021925 50.3519999901542),2480,
POINT (18.1521000154603 50.3528999971646),2481,
POINT (18.1651999972696 50.3530000018219),2482,
POINT (18.1671000159477 50.3530000018219),2483,
POINT (18.3050999855263 50.3548000158426),2484,
POINT (17.4223999940764 50.3596999997126),2485,
POINT (17.4152000069775 50.3617999930478),2486,Nowy Las
POINT (17.394100002465 50.3676999883373),2487,
POINT (18.1851000165326 50.3648999975545),2488,
POINT (18.1610000053509 50.3882000065356),2489,Raszowa
POINT (18.1259999728929 50.4230999977459),2490,Zdzieszowice
POINT (18.0760000105122 50.4599999837966),2491,Jasiona
POINT (18.0304000021976 50.481799996699),2492,
POINT (18.1818000024631 50.3977000047093),2493,Laki Kozielskie
POINT (18.1875999933434 50.4232999947981),2494,
POINT (17.3764999856038 50.3732000001512),2495,
POINT (17.3256999932612 50.3733000048086),2496,
POINT (17.3689999848709 50.3780000145257),2497,Nowy Swietow
POINT (17.3654999968815 50.3798999980419),2498,
POINT (17.3409000061023 50.4155000040918),2499,Przelek
POINT (17.3456999822759 50.4395000162678),2500,
POINT (16.6395000081964 50.396099984606),2501,
POINT (16.6403000105495 50.3970999962738),2502,
POINT (16.650299987604 50.4155999852397),2503,
POINT (17.3458999915906 50.4643999891524),2504,
POINT (16.8802999834424 50.4449999931761),2505,
POINT (16.8824000114352 50.4476000095499),2506,
POINT (16.657099990152 50.4524999934198),2507,
POINT (16.6552000063796 50.4543000074406),2508,
POINT (17.2022000008834 50.3974000102458),2509,
POINT (16.5163999995423 50.3975999846548),2510,
POINT (16.5135000117087 50.3973000059342),2511,Polanica Zdroj
POINT (16.4948000058216 50.3978999986268),2512,
POINT (16.5173000065527 50.3980000032841),2513,
POINT (16.5767999821301 50.4050000144611),2514,Stary Wielislaw
POINT (16.6083999908966 50.4142999945056),2515,
POINT (16.4937999941539 50.3983000172561),2516,
POINT (16.4464999902899 50.4116000083801),2517,
POINT (16.2762000173347 50.4043999872028),2518,
POINT (16.2402000161649 50.4318000067095),2519,
POINT (16.2776000127261 50.4043999872028),2520,
POINT (16.281699994243 50.4062000012235),2521,
POINT (16.2819000035577 50.4073000175486),2522,
POINT (16.2759000033627 50.408899987349),2523,
POINT (16.2754000149817 50.4102999827404),2524,
POINT (16.335300012274 50.4187999946518),2525,
POINT (16.8830000044736 50.4485000165603),2526,
POINT (16.8883000069728 50.5092999859573),2527,
POINT (18.3217999953771 50.4501999910181),2528,
POINT (18.3230999861112 50.4514000120004),2529,
POINT (16.3476999963876 50.4116000083801),2530,
POINT (16.4454000088705 50.4125000153905),2531,
POINT (16.3463000009962 50.4119999921038),2532,
POINT (16.3415999915353 50.415699989897),2533,
POINT (16.6097000165363 50.4143999991629),2534,
POINT (16.6127999860933 50.4146000084533),2535,Klodzko Zagorze
POINT (16.6391999942244 50.416000003869),2536,
POINT (16.6590000075601 50.4352999901081),2537,Klodzko Miasto
POINT (16.6413000023966 50.4154000058023),2538,Klodzko Ksiazek
POINT (16.6403000105495 50.415699989897),2539,
POINT (18.2688000052901 50.4173999992604),2540,
POINT (18.3090999959109 50.4402000129595),2541,Zimna Wodka
POINT (18.320999993024 50.4495999979797),2542,
POINT (18.2678999982797 50.4176000085751),2543,
POINT (18.2579000159894 50.4183000056258),2544,Zalesie Slaskie
POINT (18.2563999862708 50.4183000062708),2545,
POINT (18.2411000067171 50.4183000062708),2546,
POINT (18.1909000126215 50.4232999947475),2547,Lesnica
POINT (18.1886000050111 50.4232999947981),2548,
POINT (18.2428000160805 50.4183000062708),2549,
POINT (18.2550999955368 50.4183000062708),2550,
POINT (17.5452999934158 50.4304000113181),2551,
POINT (16.6592999878964 50.4379000115618),2552,
POINT (16.6573000030388 50.4517999835785),2553,Klodzko Glowne
POINT (16.6594999972111 50.4575000168527),2554,
POINT (18.3235000047405 50.4530000167065),2555,
POINT (18.3299999933165 50.4882000155233),2556,
POINT (16.6545000086839 50.455200014451),2557,
POINT (16.6541999947119 50.4555999981747),2558,
POINT (16.6533999923588 50.456199991213),2559,
POINT (16.6539999853972 50.4568999889087),2560,
POINT (16.6530000086351 50.4564000005277),2561,
POINT (16.6525999900058 50.4566000098424),2562,
POINT (16.651400003929 50.4572000028807),2563,
POINT (16.6456999828004 50.4595000052825),2564,
POINT (16.6539999853972 50.4575000168527),2565,
POINT (16.6539999853972 50.4591999913105),2566,
POINT (16.6599999855922 50.4582999843001),2567,
POINT (16.671300002522 50.4775000172558),2568,Lawica
POINT (16.7334999985412 50.5046000114021),2569,Bardo Slaskie
POINT (16.75169999788 50.5067000044892),2570,
POINT (16.644600001381 50.4603000076356),2571,
POINT (16.6382999872141 50.4651999915055),2572,
POINT (17.1854999910326 50.4624000007227),2573,
POINT (17.1768999824598 50.4696000004494),2574,Otmuchow
POINT (17.1666999880947 50.4737000034169),2575,
POINT (17.3457999869332 50.4690999986133),2576,
POINT (16.6680000091225 50.4823999897373),2577,
POINT (16.6058999924355 50.4748999985149),2578,Bierkowice
POINT (16.6046999931034 50.4754000127803),2579,
POINT (17.3454000032095 50.4700000056237),2580,
POINT (17.3901000078014 50.4663000087306),2581,Wyszkow Slaski
POINT (17.4441999927336 50.4755999862164),2582,Kubice
POINT (17.4764999924361 50.4885999972338),2583,Mankowice
POINT (17.5042999909801 50.5036999955725),2584,Jasienica Dolna
POINT (17.5330999795891 50.5219000120864),2585,Budziszowice
POINT (17.5657000106814 50.537199996109),2586,Lambinowice
POINT (17.6096999901199 50.5551999935486),2587,Sowin
POINT (17.6498999945638 50.5976999725882),2588,Tulowice Niemodlinskie
POINT (17.7006000007892 50.6066000147165),2589,
POINT (17.3450999892375 50.4705999986621),2590,
POINT (17.3419000052432 50.4774000174749),2591,Nysa
POINT (17.3397000169866 50.4819000013563),2592,
POINT (18.4041999789024 50.4837999921439),2593,Blotnicka Strzelecka
POINT (18.3887000045321 50.4911000109634),2594,
POINT (17.1527999851761 50.4742999964553),2595,Otmuchow Jezioro
POINT (17.1428999966295 50.4747999848363),2596,
POINT (17.2210999935327 50.4682999962603),2597,Wojcice
POINT (17.2532000025406 50.4760000058187),2598,
POINT (17.1442999920209 50.5008000089516),2599,
POINT (17.0113999857803 50.4791000093298),2600,Paczkow
POINT (17.0056999944983 50.4789000012588),2601,
POINT (16.603600011684 50.4760000058187),2602,
POINT (16.5842999854594 50.4847999967964),2603,
POINT (17.2569000060606 50.4781000024851),2604,Goswinowice
POINT (17.2708999891535 50.4867000154745),2605,
POINT (17.3328000097812 50.4928999900785),2606,
POINT (17.3221000001254 50.5001000112559),2607,
POINT (17.9617999836792 50.4928999900785),2608,
POINT (17.9627999953469 50.4934000133652),2609,
POINT (17.2527999839113 50.489899989981),2610,
POINT (16.9424999873579 50.5076000044643),2611,Doboszowice
POINT (16.9028999888309 50.536399991492),2612,
POINT (16.9891999939622 50.4832999967477),2613,
POINT (17.931500003638 50.4809999943459),2614,
POINT (17.9577000021623 50.4832999967477),2615,
POINT (17.9212000126115 50.4832999967477),2616,
POINT (17.9415999853499 50.4847999967964),2617,
POINT (17.3396000123292 50.4822000153283),2618,
POINT (17.3344000144873 50.4922999970401),2619,
POINT (18.0285999881768 50.4831999920904),2620,
POINT (18.0188999843385 50.4939000083513),2621,Gogolin
POINT (18.0157999854339 50.4973999902247),2622,
POINT (17.9461999901534 50.4838999897861),2623,
POINT (16.5833000086973 50.4852999851775),2624,
POINT (16.5826000110016 50.4857000038068),2625,
POINT (16.5814999946766 50.4861999921878),2626,
POINT (16.5787000038938 50.4873000085129),2627,
POINT (17.2714000124402 50.4869999945409),2628,
POINT (17.2897000191193 50.4979999952759),2629,Radzikowice
POINT (16.57609998752 50.4882000155233),2630,
POINT (16.5717999871398 50.4895000089854),2631,Gorzuchow Klodzki
POINT (16.5348999885083 50.5068000091465),2632,
POINT (18.3303000072885 50.4894000016),2633,
POINT (18.3322999957183 50.5027999973813),2634,
POINT (18.387599988207 50.4915999993444),2635,
POINT (18.3343999888054 50.5084999836043),2636,
POINT (17.9609000115745 50.4927000156695),2637,
POINT (17.9529999927014 50.4959999948333),2638,
POINT (17.9730000166217 50.4967999971864),2639,
POINT (16.3813999951556 50.4959999948333),2640,
POINT (16.4544000091629 50.5015000066473),2641,
POINT (17.9746999910795 50.4969000018437),2642,
POINT (18.0036000105838 50.5294000147396),2643,Gorazdze
POINT (18.0014999826422 50.5372999985024),2644,
POINT (17.3258000096981 50.5244999995458),2645,Mysliczyn
POINT (17.3532000139381 50.5444000102673),2646,Pakoslawice
POINT (17.3749999842252 50.5930000013753),2647,Skoroszyce
POINT (17.3751999948697 50.5947999887356),2648,
POINT (17.1446000059929 50.5011999926753),2649,
POINT (17.1453000036886 50.5019999950283),2650,
POINT (16.4554999905823 50.5020999996856),2651,
POINT (16.4662000002382 50.5059000021362),2652,
POINT (17.1456999874123 50.5023000090003),2653,
POINT (17.1571999994212 50.5072999975276),2654,
POINT (18.3324000003756 50.503499995077),2655,
POINT (18.3332000027286 50.5080999998806),2656,
POINT (16.4679000096016 50.5067000044892),2657,
POINT (16.4873000055779 50.515499995467),2658,
POINT (16.5341999908126 50.5069999835556),2659,
POINT (16.5135000041022 50.521999984043),2660,
POINT (16.7526000048904 50.5069999835556),2661,
POINT (16.7585999957424 50.5095999955498),2662,Bardo Przylek
POINT (16.8130999952211 50.5271000121332),2663,
POINT (17.1573000040785 50.5078999905659),2664,
POINT (17.1641000066265 50.522299998015),2665,
POINT (18.3322999957183 50.5092000162056),2666,
POINT (18.3143999997907 50.5143000093902),2667,
POINT (18.333300007386 50.5092999859573),2668,
POINT (16.5039000107714 50.5265999888465),2669,
POINT (16.4965999849367 50.5309000145837),2670,
POINT (16.8894999930496 50.510299997625),2671,
POINT (18.3125000160183 50.5149000024286),2672,
POINT (18.3105999973402 50.5156000001243),2673,
POINT (18.3069999928908 50.5166000146204),2674,Strzelce Opolskie
POINT (18.2946999898424 50.5199999956132),2675,
POINT (16.4878999986163 50.5161999931627),2676,
POINT (16.4881000079309 50.5182999862498),2677,
POINT (16.4981999896428 50.5161999931627),2678,
POINT (16.5039000107714 50.5256000120845),2679,
POINT (16.488900010284 50.5197000165468),2680,
POINT (16.4922999941051 50.5228999910533),2681,
POINT (18.2933999991083 50.5204999839942),2682,
POINT (18.2929000107273 50.5205999886516),2683,
POINT (18.279699989355 50.5219000142913),2684,
POINT (18.2838000057775 50.529599988944),2685,
POINT (16.5099000109663 50.5217000049766),2686,
POINT (16.5122999831198 50.5218000096339),2687,
POINT (16.5087999946413 50.521999984043),2688,
POINT (18.2778000055826 50.5220999887003),2689,
POINT (18.2573999979385 50.523900002721),2690,
POINT (16.5125999970918 50.5224000026723),2691,
POINT (16.5109999923857 50.5232000050253),2692,
POINT (16.5135000041022 50.522600011987),2693,
POINT (16.5382000025778 50.5451000127181),2694,
POINT (17.1643999856929 50.522600011987),2695,
POINT (17.1713999975556 50.5248000097314),2696,
POINT (16.509499992337 50.523900002721),2697,
POINT (16.5055999792417 50.5257999893112),2698,Scinawka Srednia
POINT (16.4935999848392 50.5242000166931),2699,
POINT (16.4987999826811 50.5280999888953),2700,
POINT (18.2552000001941 50.5242999864447),2701,
POINT (18.223700013404 50.5285000037787),2702,Szymiszow
POINT (18.1240999946601 50.5514999983932),2703,Kamien Slaski
POINT (18.077699986593 50.5729999946234),2704,Tarnow Opolski
POINT (17.9678999885315 50.6286999968183),2705,
POINT (17.1718000161849 50.5249999841405),2706,
POINT (17.1986000077476 50.5421000126206),2707,
POINT (16.4997999943489 50.5277000051716),2708,
POINT (16.8143000162035 50.5276000005142),2709,
POINT (16.8225999838946 50.530200016888),2710,
POINT (16.4942000127832 50.5293000098776),2711,
POINT (16.8328000051694 50.5284000028673),2712,
POINT (16.8494000103629 50.5319999960031),2713,
POINT (16.4928999871435 50.5294999842867),2714,
POINT (16.4643999862174 50.542399991687),2715,
POINT (16.8234999909049 50.5304999959544),2716,
POINT (16.8247999926294 50.5308000059405),2717,Suszka
POINT (18.2830000034245 50.5304999959544),2718,
POINT (18.2757000155042 50.5587999961911),2719,Rozmierka
POINT (18.279200000974 50.5678999925156),2720,
POINT (16.4955000035173 50.5317000169368),2721,
POINT (16.4961000183177 50.5770999984955),2722,Nowa Ruda
POINT (16.5064999922395 50.5789999858951),2723,
POINT (16.8633999991826 50.5337000053665),2724,
POINT (16.8650000038887 50.5342999984049),2725,
POINT (16.8747000018768 50.5374000031597),2726,
POINT (17.9717999956394 50.5342999984049),2727,
POINT (18.0014000128905 50.5377999868834),2728,
POINT (16.890899988441 50.535599989139),2729,
POINT (16.8937000141294 50.5356999937963),2730,
POINT (16.8883000069728 50.5360000077683),2731,
POINT (16.8756000088872 50.5370999891877),2732,
POINT (16.8951000095208 50.5357999984536),2733,
POINT (16.8932999955001 50.536200017083),2734,
POINT (16.8760999972682 50.5376000124744),2735,
POINT (16.8950000048635 50.5362999868347),2736,
POINT (16.897799987962 50.5365999999026),2737,Kamieniec Zabkowicki
POINT (16.9080000169211 50.5376000124744),2738,
POINT (16.5722999850695 50.5370999891877),2739,
POINT (16.5572000148304 50.5587000178141),2740,
POINT (16.9176000102519 50.5399999846279),2741,
POINT (18.3879000177708 50.651999994705),2742,Kolonowskie
POINT (18.3689999945838 50.6575000117164),2743,
POINT (16.9881000125428 50.5911999955997),2744,
POINT (16.8745999972195 50.5381000008554),2745,
POINT (16.8558999989389 50.5648999924181),2746,
POINT (17.1988000170622 50.5428000103163),2747,
POINT (17.1910000028465 50.6891999871489),2748,
POINT (16.4612000117109 50.543699982421),2749,
POINT (16.4178000149548 50.5492999988923),2750,
POINT (16.5394999933118 50.5458000104138),2751,
POINT (16.5510000053207 50.5504000152174),2752,
POINT (16.4165999939724 50.5494000035496),2753,
POINT (16.4108000030921 50.549999996588),2754,
POINT (16.5547000031139 50.5535999897239),2755,
POINT (16.5542999844846 50.5539000036959),2756,
POINT (16.5554000008096 50.5539000036959),2757,
POINT (16.555999993848 50.5539000036959),2758,
POINT (16.5550000170859 50.5541999827622),2759,
POINT (16.5852999971271 50.5592000061951),2760,
POINT (18.4748999930925 50.6081999929266),2761,Zawadzkie
POINT (17.3779000136241 50.6153999907336),2762,Chroscina Nyska
POINT (17.3786999833482 50.6218999942703),2763,
POINT (16.8548999872712 50.5656999947711),2764,
POINT (16.8192000000734 50.590000009523),2765,
POINT (17.9931000102937 50.5697000065363),2766,
POINT (17.9902999884626 50.5801999935913),2767,Przywory Opolskie
POINT (17.9794999898226 50.6037000118264),2768,Opole Grotowice
POINT (17.9670999861785 50.6254000176544),2769,
POINT (18.280000003327 50.5702999995747),2770,
POINT (18.2818000168269 50.6017999860163),2771,Kadlub
POINT (18.2950000101744 50.6288000078356),2772,Sporok
POINT (18.3332000027286 50.6398999948552),2773,
POINT (16.5067000015542 50.5796999835908),2774,
POINT (16.5135000118948 50.5874999992235),2775,Nowa Ruda Przedmiescie
POINT (16.5220999857653 50.5910999909424),2776,
POINT (16.8187000116924 50.5906000025614),2777,
POINT (16.8149000092418 50.5949999980503),2778,
POINT (16.9902000056299 50.5915000095717),2779,
POINT (17.0340999911462 50.6093000060549),2780,Ziebice
POINT (17.0300000092502 50.6645999933307),2781,Henrykow
POINT (16.5223999997373 50.5919999979528),2782,
POINT (16.5229999927757 50.6011000029026),2783,
POINT (17.375299999527 50.5958000004033),2784,
POINT (17.3771999832995 50.6108000008907),2785,
POINT (16.8142000115461 50.5959000050606),2786,
POINT (16.8136999882595 50.596499998099),2787,
POINT (17.5538000053272 50.6888000034252),2788,
POINT (17.7054999852845 50.6054999982664),2789,Szydlow
POINT (16.8022000111562 50.596499998099),2790,
POINT (16.5984999835938 50.6641000049497),2791,
POINT (16.8112000009288 50.5980000107709),2792,Zadkowice Slaskie
POINT (16.8089000090469 50.6011000029026),2793,
POINT (16.8092999927706 50.6026000029513),2794,
POINT (16.8024999902226 50.5974000051094),2795,
POINT (16.8082000113512 50.6035000099617),2796,
POINT (16.5225000043946 50.6020000099129),2797,
POINT (16.5169999925807 50.6088000124609),2798,
POINT (16.8089000090469 50.602999986675),2799,
POINT (16.8085999950749 50.6034000053043),2800,
POINT (16.8088000043895 50.6039999983427),2801,
POINT (16.9009000004011 50.6703000144593),2802,
POINT (16.8078999973792 50.6042000076574),2803,
POINT (16.7735000009155 50.6713999958787),2804,
POINT (17.7664999982765 50.616900005743),2805,
POINT (16.5160000158186 50.6094000054993),2806,
POINT (16.5107000161749 50.611600002342),2807,Zdrojowisko
POINT (16.4873000055779 50.6174999987814),2808,
POINT (17.7674000052869 50.6171999848094),2809,
POINT (17.7795000168463 50.6208999847734),2810,Polska Nowa Wies
POINT (17.8215000125316 50.6316999970672),2811,Komprachcice
POINT (17.8662000058501 50.6446000067381),2812,Chmielowice
POINT (17.8839999904593 50.6569999884297),2813,
POINT (16.4859000101865 50.6186000151064),2814,
